titulo;descricao;preco;area util por m²;quartos;banheiros;vagas garagem;rua/avenida;custo condominio;iptu;bairro;cidade;estado;cep;ar condicionado;mobiliado;elevador;churrasqueira;salão de festas;quarto de serviço;segurança 24h;armários no quarto;condomínio fechado;piscina;armários na cozinha;varanda;área de serviço;academia;portaria;permitido animais
Excelente Apartamento com 2/4 no 4°andar;"Código do anúncio: 12841

Corretora: Drucilla Sousa
CRECI.: 29.123
Contato: 

Excelente Apartamento com 2/4 no 4°andar

Com toda infraestrutura de lazer e comodidade para os moradores.
O projeto proporciona vistas incríveis para todos os apartamentos, o que abrirá novos horizontes e possibilitará momentos especiais ao lado de quem você ama. O prédio mais alto da cidade e em frente ao mar!
Unidade Frente total com vista mar

02 Quartos
01 Banheiro social
Cozinha

Condomínio com toda infraestrutura
Academia completa
Churrasqueira
Áreas comuns decoradas
Brinquedoteca
Espaço Gourmet
Lounge Aberto
Piscina
Salão de jogos
Varanda Gourmet

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";680000.0;80.0;2;2;Não Tem;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Excelente Apartamento com 3/4;"Código do anúncio: 12837

Corretora: Drucilla Sousa
CRECI.:29.123
Contato: 

Excelente Apartamento com 3/4

Com toda infraestrutura de lazer e comodidade para os moradores.
O projeto proporciona vistas incríveis para todos os apartamentos, o que abrirá novos horizontes e possibilitará momentos especiais ao lado de quem você ama. O prédio mais alto da cidade e em frente ao mar!
Unidade Frente total com vista mar

02 Quartos
01 Suíte
01 Banheiro social
Cozinha

Condomínio com toda infraestrutura 
Academia completa
Churrasqueira
Áreas comuns decoradas
Brinquedoteca
Espaço Gourmet
Lounge Aberto
Piscina
Salão de jogos
Varanda Gourmet

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";850000.0;106.0;3;2;Não Tem;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Excelente Apartamento com 2/4;"Código do anúncio: 12838

Corretora: Drucilla Sousa
CRECI.:29.123
Contato: 

Excelente Apartamento com 2/4

Com toda infraestrutura de lazer e comodidade para os moradores.
O projeto proporciona vistas incríveis para todos os apartamentos, o que abrirá novos horizontes e possibilitará momentos especiais ao lado de quem você ama. O prédio mais alto da cidade e em frente ao mar!
Unidade Frente total com vista mar

01 Quarto
01 Suíte
01 Banheiro social
Cozinha

Condomínio com toda infraestrutura 
Academia completa
Churrasqueira
Áreas comuns decoradas
Brinquedoteca
Espaço Gourmet
Lounge Aberto
Piscina
Salão de jogos
Varanda Gourmet

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";680000.0;82.0;2;2;Não Tem;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Apartamento em Ilhéus, Bairro Jardim Atlântico I, 2 quartos;um apartamento situado na Rua Tancredo Neves, Rodovia Ilhéus- Olivença, s/nº, Bairro Jardim Atlântico I - Ilhéus/BA, composto de 2 quartos, sendo uma suíte, sala para dois ambientes, cozinha, área de serviço, 1 banheiro social, 1 vaga de estacionamento coberta.;500000.0;95.0;2;2;1;Avenida Doutor Arnoldo Neves;357.0;1400.0;Nossa Senhora da Vitória;Ilhéus;BA;45655510;1;0;1;0;0;0;1;0;1;0;1;0;1;0;1;1
Ilhéus - Apartamento 02 quartos, sendo 01 suíte - Venda - World Prime;"Código do anúncio: 4760

Se morar em uma cidade cheia de belezas naturais já é um privilégio, o que me diz de ter o mar como vizinho?

Localizado na Zona Sul de Ilhéus em região de plena valorização, o World Prime é perfeito para quem deseja morar em um lugar tranquilo que te conecta a todas as possibilidades e que te desconecta sempre que você precisar, respeitando o seu tempo e as suas escolhas.

Este empreendimento da F. Nogueira conta com apartamentos espaçosos, confortáveis e práticos de:

- 1 suíte; 
- 1 quarto;
- 1 banheiro social;
- Cozinha;
- Sala de estar/jantar;
- Área de serviço.

Apartamento na planta entregue sem piso, lateral Sul. Possui um projeto arquitetônico moderno e exclusivo.

Possui infraestrutura de lazer digna de um resort, que serão entregues equipadas e decoradas. Você pode ter isso e muito mais, vivendo no World Prime Residencial!

Infraestrutura de lazer completa com:

· Piscina
· Lounge da Piscina
· Salão de festas
· Salão de jogos
· Academia
· Brinquedoteca
· Parque Infantil
· Quadra Poliesportiva

Ficou interessado? Então entre em contato com a gente! 

 Camille Carradore
 Pedro Barce
 Evandro Zanonatto
 Imobiliária Atlântico Sul
IMÓVEL";410000.0;66.0;1;1;1;Rua Sol e Mar;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655767;0;0;1;1;1;0;1;0;0;1;0;1;0;1;0;0
VENDO APARTAMENTO COM 2/4;"Código do anúncio: 12800

CORRETOR: VALDNEI SANTANA
CRECI.: 23.174
CONTATO: 

APARTAMENTO COM 2/4 PRAIA DOS MILIONARIOS

01 SALA
01 SUÍTE
01 QUARTO
01 BANHEIRO
01 COZINHA
01 ÁREA DE SERVIÇO
01 VAGA DE GARAGEM 
01 VARANDA 

OBS.: ''O VALOR DA COMPRA E VENDA ACIMA MENCIONADO PODERÁ SOFRER ALTERAÇÃO POR EVENTUAIS CORREÇÕES REALIZADAS PELO PROPRIETÁRIO(A) EM VIRTUDE DO TEMPO,
BEM COMO TAMBÉM OS VALORES DAS TAXAS CONDOMINIAIS MENSAIS PODERÃO SOFRER REAJUSTES CONFORME REGULAMENTO CONDOMINIAL 
E O IMPOSTO PREDIAL E TERRITORIAL URBANO (IPTU) CONFORME PREFEITURA MUNICIPAL.
EM CASO DE DÚVIDAS, POR FAVOR ENTRAR EM CONTATO.''";380000.0;64.0;2;1;1;Rua Açanã;0.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655718;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0
Vende-se Apto na Zona Sul de Ilhéus-BA;"Lindo apto com vista mar na Praia do Sul em Ilhéus. O apto possui 3/4, sendo 2 suítes (1 closet), sala de estar, sala de jantar, banheiro social, cozinha, área de serviço, 2 vagas de garagem, varanda em todos os quartos e na sala de estar, totalizando 134m2. Apto mobiliado, com camas, ar condicionado, armários de cozinha, mesa de madeira, cadeiras, mesa de mármore, roupeiro de madeira, rack, TV, sofá, geladeira, máquina de lavar, poltronas, teto rebaixado no gesso. 

Situado no loteamento Praia Dourada, a 50m do mar, próximo a pizzaria, posto de combustíveis, Assaí/Atacadão, loja de conveniência, ponto de ônibus e das mais badaladas cabanas de praias de Ilhéus.";495000.0;134.0;3;3;2;Rua Praia Dourada;400.0;Sem informacao;Nossa Senhora da Vitória;Ilhéus;BA;45655764;1;1;1;0;0;0;1;1;1;0;1;1;1;0;0;1
Excelente apartamento no Pontal 2 Suítes;"Excelente apartamento bem localizado no Pontal
2 suítes 
1 lavabo 
2 varandas
1 vaga ds garagem coberta 

Agende já uma visita
Luciana Daneu 
Cel. 

Prédio com elevador, piscina e área goumert";400000.0;70.0;2;2;1;Avenida Lomanto Júnior - até 1064/1065;Sem informacao;Sem informacao;Pontal;Ilhéus;BA;45654000;1;0;1;0;0;0;0;0;1;1;1;1;0;0;1;1
Vende-se casa de praia com vista para o mar;"Excelente oportunidade de investimento para alugar e/ou para morar
Vendo casa na praia do batuba a menos de 100 mts do mar , localizado no bairro de Olivença na cidade de Ilhéus-Bahia . 
São duas casas independentes, ambas na mesma escritura e documentação toda correta ! 

Pontos positivos

casa Escriturada e registrada em cartório.
- Excelente localização.
- Vista maravilhosa do mar em vários cômodos da casa.
- Possibilidade de construir um terceiro andar.
- Sao 2 casas independentes.
- O Tamanho das casas são muito grandes , a casa de baixo hospeda 10 pessoas e a de casa cima também hospeda 10 pessoas tranquilamente . 
- pode usar uma ou as 2 casas para comércio , aluguel de temporada , aluguel fixo e ou comércio fixo . 
- A casa pode ser vendida com móveis ( valor a negociar) casa pronta para alugar para temporada com perfil no Arbinb ( excelentes avaliações) e clientes fixos 
- É um imóvel que se pode morar e também ter rentabilidade o ano todo dessa forma ir pagando o investimento feito na aquisição do imóvel . 

ÁREA CONSTRUÍDA: 270 m² 

CARACTERISTICAS:

Casa andar de cima 

03 QUARTOS COM Vista PARA O MAR SENDO 01 SUITE 
01 BANHEIRO SOCIAL 
02 SALA DE ESTAR ( sendo uma com vista para o mar )
COZINHA 
VARANDA ( com vista para o mar )

Casa do térreo 

03 QUARTOS 
01 BANHEIRO SOCIAL 
02 SALA DE ESTAR 
COZINHA 
DISPENSA
CHURRASQUEIRA 
VARANDA 
AREA DE SERVIÇO 
1 VAGAS DE GARAGEM

Valor R$470 mil reais 

WhatsApp 0";470000.0;270.0;5 Ou Mais;3;1;Rua Hortêncio Castro;80.0;Sem informacao;Olivença;Ilhéus;BA;45660512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Excelente Apartamento na Planta no Maior Edifício de Ilhéus Bahia;"Código do anúncio: 12792

Corretora:Drucilla Sousa
CRECI.:29.123 
Contato: 

Excelente Apartamento com 3/4

Com toda infraestrutura de lazer e comodidade para os moradores.
O projeto proporciona vistas incríveis para todos os apartamentos, o que abrirá novos horizontes e possibilitará momentos especiais ao lado de quem você ama. O prédio mais alto da cidade e em frente ao mar!
Unidade Frente total com vista mar

02 Quartos
01 Suite
01 Banheiro social
Cozinha

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";980000.0;107.0;3;2;Não Tem;Avenida Tancredo Neves;0.0;0.0;São Francisco;Ilhéus;BA;45655120;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Nossa Senhora da Vitória - Ilhéus/BA;"Código do anúncio: 12790

Corretor: Valdnei Santana
CRECI:. 23.174
Contato: 

World Prime Residence 

01 Suíte
01 Quarto
01 Sala
01 Cozinha
01 Área de serviço
01 Banheiro social
01 Varanda
01 Vaga de garagem

Infraestrutura
Piscina Infantil
Piscina Adulto
Lounge Piscina 
Quiosque com 02 Churrasqueira 
Prédio 100 % Pastilhado 
Salão de Festa 
Salão de Jogos 
Academia
Binquedoteca 
Parque Infantil 
Quadra Poliesportiva 
Praça dos Namorados 
Deck Molhado 
Clausura Social 
Clausura Veiculo 
Clausura de serviço 

Obs.: ""O valor da compra e venda acima mencionado poderá sofrer alteração por eventuais correções realizadas pelo proprietário(a) em virtude do tempo, 
bem como também os valores das Taxas Condominiais mensais poderão sofrer reajustes conforme Regulamento Condominial e o Imposto Predial e Territorial Urbano (IPTU) conforme Prefeitura Municipal. 
Em caso de dúvidas, favor entrar em contato.""";420000.0;66.0;2;2;1;Rua Praia Dourada;450.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655764;0;0;0;1;1;0;1;0;0;1;0;1;1;1;0;0
LINDO 2/4 NO NORTH BOULEVARD;"Código do anúncio: 12789

CORRETORA: CAMILA BADARÓ.
CRECI: 23.450
CONTATO: 

EXCELENTE 2/4 PARA LOCAÇÃO NO NORTH BOULEVARD 

01 SALA DE ESTAR/JANTAR;
01 VARANDA;
01 COZINHA COM ÁREA DE SERVIÇO INTEGRADA; 
01 BANHEIRO SOCIAL;
01 QUARTO SOCIAL COM ARMÁRIOS PLANEJADOS;
01 SUÍTE COM AR COND. E ARMÁRIOS PLANEJADOS.

APARTAMENTO NOVO COM ÓTIMO ACABAMENTO E PLANEJADOS DE PRIMEIRA QUALIDADE.
PRÉDIO COM INFRA COMPLETA!

AGENDE AGORA MESMO A SUA VISITA! 
 
OBS.:''O VALOR DA COMPRA E VENDA ACIMA MENCIONADO PODERÁ SOFRER ALTERAÇÃO POR EVENTUAIS CORREÇÕES REALIZADAS PELO PROPRIETÁRIO(A) EM VIRTUDE DO TEMPO,
BEM COMO TAMBÉM OS VALORES DAS TAXAS CONDOMINIAIS MENSAIS PODERÃO SOFRER REAJUSTES CONFORME REGULAMENTO CONDOMINIAL 
E O IMPOSTO PREDIAL E TERRITORIAL URBANO (IPTU) CONFORME PREFEITURA MUNICIPAL.
EM CASO DE DÚVIDAS, POR FAVOR ENTRAR EM CONTATO.''";400000.0;59.0;2;1;1;Avenida José Luís da Fonseca - até 968/969;0.0;0.0;Jardim Savóia;Ilhéus;BA;45658260;1;0;0;1;1;0;1;0;0;1;0;1;1;1;0;0
Apartamento de 2 quartos com vista mar a venda em Ilhéus Bahia.;"Código do anúncio: AP0054_SJRLZ

Um apartamento com uma vislumbre vista ao mar que contempla, também, uma integração com o verde das matas ao redor.
Com sua posição Para o Norte/Leste esse apartamento possui uma imensa varanda que te proporcionará belos momentos de lazer e aproveitar sua manhã e/ou noite em descanso ou comemorações com amigos e familiares.";520000.0;77.0;2;1;1;Rua Pelicano;470.0;0.0;Nossa Senhora da Vitória;Ilhéus;BA;45655716;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;1
Apartamento para Venda em Ilhéus, OLIVENÇA, 1 dormitório, 1 banheiro, 1 vaga;"Código do anúncio: AP 28_2-2884970

Apartamento para Venda, Condomínio jubiaba no bairro OLIVENÇA, localizado na cidade de Ilhéus / BA, situado na zona Sul, região Sul, ponto de referência Casa de show batuba beach. 
 
 Com 1 dormitório, possui 1 banheiro, 1 vaga de garagem, 1 sala, acomoda 4 pessoas, encontra-se mobiliado, localizado em condomínio, aceita permuta. 
 
 Área Total de 23,00 m², Área Privativa de 23,00 m², Área Construída com 23,00 m². 
 
 Valor do Imóvel R$ 200.000,00. 
 
 Características: Cerâmicas tipo A, Estacionamento privativo, Pé na areia. 
 
 Cômodos: Copa, Cozinha. 
 
 Proximidades: Bares e Restaurantes, Escola, Supermercado. 
 
 
 
 
 - Características: Cerâmicas tipo A, Estacionamento privativo, Pé na areia, 
 
 - Cômodos: Copa, Cozinha, 
 
 - Proximidades: Bares e Restaurantes, Escola, Supermercado,";200000.0;23.0;1;1;1;Rua Marechal Castelo Branco;0.0;0.0;Olivença;Ilhéus;BA;45660504;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Vende-se apartamento;"Valor negociável 
Condomínio Sol e Mar Ilhéus/BA
Telefone para contato: 739... ver número";85000.0;Sem informacao;Sem informacao;Sem informacao;Sem informacao;Rua Sol e Mar;Sem informacao;Sem informacao;Nossa Senhora da Vitória;Ilhéus;BA;45655767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Apartamento para Venda em Ilhéus, PONTAL, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;"Código do anúncio: AP 29_2-2886909

Se você está em busca de um lar que una conforto, sofisticação e uma localização privilegiada, este apartamento é a escolha perfeita para você! Localizado no CONDOMÍNIO RESIDENCIAL LUXOR, no bairro PONTAL, em Ilhéus / BA, este imóvel de 2 dormitórios, sendo 1 suíte, é simplesmente deslumbrante. Com uma área total de 62,00 m², o apartamento oferece um ambiente espaçoso e aconchegante, ideal para acomodar até 6 pessoas com todo o conforto que você merece. 
 
 Imagine-se desfrutando de momentos únicos em um espaço que conta com móveis planejados, churrasqueira, varanda com vista exclusiva para o mar e um espaço gourmet perfeito para receber amigos e familiares. Além disso, o condomínio oferece portaria 24 horas, elevador, salão de eventos e está localizado em frente à baía do Pontal, proporcionando uma vista deslumbrante e uma atmosfera única. 
 
 Com uma localização estratégica, próximo a supermercados, escolas, farmácias, bares e restaurantes, este imóvel é ideal para quem busca praticidade e qualidade de vida. Não perca a oportunidade de adquirir este apartamento dos sonhos, construído em 2018 e disponível por R$ 500.000,00. Venha viver a experiência de morar em um lugar que une conforto, elegância e uma vista de tirar o fôlego. Agende sua visita e apaixone-se por este imóvel único em Ilhéus! 
 
 
 - : Piso porcelanato, 
 
 - Características: Móveis Planejados, a poucos metros da praia, Churrasqueira, Cômodos espaçosos, elevador, Em frente à baía do pontal, Espaço gourmet com churrasqueira, frente para o mar, Piso porcelanato, Portaria 24 horas, Próximo do aeroporto, Salão de Eventos, varanda, Vista exclusiva do mar, 
 
 - Cômodos: Área de Serviço, Copa, Cozinha, 
 
 - Proximidades: Bares e Restaurantes, Escola, Farmácia, Supermercado, 
 
 Sujeito a confirmar";500000.0;62.0;2;2;1;Avenida Lomanto Júnior - de 1066/1067 ao fim;0.0;0.0;Pontal;Ilhéus;BA;45654001;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0
Apartamento à venda;Apartamento quarto andar, no residencial sol e mar quadra B bloco 15, Ilhéus Bahia.;80000.0;Sem informacao;Sem informacao;Sem informacao;Sem informacao;Avenida Oduvaldo Evaristo Bacelar;0.0;0.0;São Francisco;Ilhéus;BA;45655145;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
Sobrado para venda no Teotônio Vilela, Ilhéus BA! 160.000$;"Sobrado para venda no Teotônio Vilela, Ilhéus BA! 160.000$
Aceito carro como entrada!
Mais informações telefone 71 ... ver número.";160000.0;Sem informacao;Sem informacao;1;Sem informacao;Rua Nossa Senhora da Conceição;Sem informacao;Sem informacao;Teotônio Vilela;Ilhéus;BA;45657170;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
Apartamento frente Praia Ilhéus - Brilho do Atlântico;"Código do anúncio: J3TUE7

Apto Zona Sul de Ilhéus (Bahia) de altíssimo padrão de 02 e 03 quartos, sendo 01 suíte!

Em frente para a Praia dos Milionários!
Piso porcelanato e churrasqueira na varanda!
*Condições de pagamento facilitadíssimas!

Infraestrutura de lazer completa entregue decorada com:
 Varanda Gourmet com churrasqueira
 Piscina com borda infinita frente para o mar
 Coworking
 Salão de festas
 Brinquedoteca
 Salão de jogos
 Pranchário e Bicicletário
 Academia
 Área Gourmet
 Hidromassagem
 Sauna

Empreendimento com apartamentos de 02 e 03 quartos, com metragens e plantas diversas, (consultar disponibilidade)!

Venha viver a felicidade de adquirir o seu imóvel de frente para a praia! Entre já em contato para informações!

Imobiliária Atlântico Sul

Camille Carradore
CRECI: 24.895";570000.0;76.0;3;2;1;Avenida Tancredo Neves;400.0;100.0;Nossa Senhora da Vitória;Ilhéus;BA;45655901;0;0;1;1;1;0;0;0;1;1;0;1;0;1;1;1
Apartamento 2/4 na zona sul de Ilhéus;"Venda- excelente apartamento 2/4, sendo 1 suíte, térreo, nascente, na zona sul de ilhéus. Situado no condomínio Praias do Atlântico, zona sul, próximo a praia dos milionários, com área de lazer completa ( piscina, quadra poliesportiva, parquinho, brinquedoteca, salão de festas/jogos e área verde com um mirante vista mar panorâmica.
Contato: José Ferreira WhatsApp";290000.0;60.0;2;2;1;Avenida Oduvaldo Evaristo Bacelar;Sem informacao;Sem informacao;Nossa Senhora da Vitória;Ilhéus;BA;45655700;0;0;0;0;1;0;1;0;1;1;0;1;1;1;1;1
